,RegName,Rajon,NSettlemen,Broi_Lica,Broi_Jil,Male,Female,Age0_14,Age15_24,Age25_34,Age35_44,Age45_54,Age55_64,AgeOver65,Educ1,Educ2,Educ3,Educ4,Educ5,Area_m2,X,Y,geometry,centroid,subway_distance
373,кв.Обеля,Връбница,ГР.СОФИЯ,2034,771,982,1052,280,251,276,347,283,266,331,114,688,160,26,41,869167.281437,685493.02474,4734864.43379,"POLYGON ((684730.0221125536 4735188.044367562, 684730.15941439 4735188.021089863, 684745.1650423163 4735185.521011895, 684758.6374557811 4735183.276358428, 684762.0428172422 4735183.556930766, 684762.2523679794 4735183.574163681, 684768.0193245334 4735184.049427866, 684772.2597924289 4735184.398811464, 684772.5225193974 4735184.420534009, 684777.4909225138 4735184.829991809, 684831.0939489905 4735189.248848091, 684884.0929137231 4735193.739578067, 684905.1937405076 4735195.490185323, 684941.2053252222 4735202.824090749, 684948.6099823362 4735204.326665935, 684974.9827317031 4735209.678156804, 685123.251711761 4735239.864161667, 685384.9443821276 4735289.884538192, 685522.8103822193 4735316.893115993, 685696.9364896197 4735351.21289003, 685733.204422968 4735358.430915078, 685581.8481996205 4735082.426070694, 685585.6673884229 4735081.59505902, 685662.0225364845 4735065.055114736, 685890.6212777897 4734921.056363598, 685894.516193637 4734918.601387659, 685909.820078783 4734908.95558608, 685915.8670839657 4734915.911565463, 685925.4388264053 4734926.922422484, 685942.0468261488 4734946.027470215, 685957.7705734408 4734964.115105825, 685964.8424860237 4734972.250207923, 685988.3058284412 4734999.241129461, 686093.8861945462 4734940.440144382, 686103.047713044 4734935.941063295, 686128.3078690129 4734921.949844184, 686138.1376271286 4734915.795177354, 686135.9047147573 4734911.473168078, 686128.3028152484 4734896.753843147, 686120.673628534 4734882.80427506, 686117.514977187 4734876.467891317, 686115.7326718294 4734872.046145585, 686091.3117289126 4734811.460998424, 686082.7422384269 4734790.20124605, 686080.7558563462 4734785.273276479, 686085.4366228452 4734785.276218443, 686088.6097240321 4734785.278252746, 686096.3985834721 4734785.283106146, 686118.0123512074 4734785.296826798, 686128.2350034199 4734785.303343163, 686150.0478361872 4734785.317117921, 686214.1035148106 4734785.357708625, 686321.5265442031 4734785.425565044, 686328.7866806149 4734785.430219703, 686521.3741631301 4734677.293633784, 686384.6273651012 4734622.173889588, 686379.3415159089 4734620.042673518, 686363.9920874698 4734602.752491505, 686355.2668659091 4734594.540592701, 686308.89058318 4734540.684273047, 686289.650130871 4734518.340492406, 686258.2449281865 4734474.034359793, 686232.0845319377 4734491.37088431, 686203.1417971193 4734510.551203147, 686175.130638899 4734529.114328863, 686169.5165605762 4734532.408211563, 686087.8330389063 4734538.232014379, 686077.4709428152 4734538.084858102, 686048.8781757085 4734537.277726999, 685848.47413784 4734530.306997398, 685674.7102776977 4734523.737111993, 685659.3631465709 4734523.156610365, 685651.3371475214 4734522.852975655, 685511.7338854641 4734505.002814991, 685478.7138554134 4734499.922774309, 685391.694111336 4734514.761195216, 685298.3734931978 4734529.55617101, 685275.5134363503 4734526.16950073, 685256.8867193363 4734520.242771199, 685200.2465791714 4734485.405358174, 685171.0356526338 4734502.777676526, 684991.7616406737 4734717.500287359, 684780.3088203277 4734964.658864149, 684765.7521979276 4734938.049656346, 684765.4701480428 4734937.534174143, 684764.596187164 4734935.936558021, 684759.2702486123 4734926.200749178, 684749.7678662275 4734937.292235409, 684744.8746263653 4734943.003824038, 684732.3972644847 4734957.567884607, 684732.3127416137 4734957.414198249, 684717.2713414049 4734974.535311002, 684675.2972067142 4735019.677158216, 684669.9161106974 4735025.464380242, 684668.2923283256 4735027.232982635, 684668.1848036364 4735027.350146524, 684656.8507699592 4735039.691198162, 684653.0634739732 4735043.850836813, 684638.1887240157 4735060.18786252, 684641.8133263104 4735066.9053675, 684649.877414308 4735081.850336813, 684660.3674048148 4735101.118679069, 684662.9920548366 4735105.931560971, 684683.6979980413 4735143.899254918, 684698.2585511133 4735170.598422762, 684709.3150260877 4735190.872479153, 684709.5524914624 4735191.307847693, 684711.2526447312 4735194.425347961, 684711.3984608597 4735194.283963784, 684711.6981793444 4735193.993156043, 684712.1436142841 4735193.560957015, 684717.8326445005 4735191.69607998, 684717.9153250051 4735191.668910962, 684725.499536382 4735189.182792485, 684727.785324699 4735188.433499099, 684728.6161249934 4735188.282910336, 684730.0221125536 4735188.044367562))",POINT (685493.0247397838 4734864.433788245),6.113604452874996
374,ССЗ м. Чепинци,Нови Искър,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,785209.493505,696591.750528,4735211.71433,"POLYGON ((696346.7591628861 4735751.163250407, 696368.4519907542 4735687.218544771, 696845.4008138797 4735472.229701373, 696804.231842152 4735347.417781027, 697039.4804899541 4735106.907447143, 697184.2735942146 4735246.765210413, 697201.0449073921 4735262.215858399, 697360.9510611801 4735094.902282177, 697209.2059734615 4734926.569434945, 697207.9601502791 4734923.517129589, 697147.8499404535 4734980.962842576, 697107.4972837314 4734939.22137656, 697083.20317042 4734956.249599629, 696667.5788473 4734576.85723264, 696488.4151498429 4734645.024269442, 696455.057475669 4734625.884293353, 696345.2267713111 4734562.865546262, 696346.098221914 4734578.467266951, 696352.9684095812 4734683.473138955, 696360.0876351312 4734787.625397222, 696339.9548001413 4734806.400701161, 696306.2624408163 4734802.956036877, 696300.4914234298 4734814.699160761, 696290.8939604961 4734828.517659598, 696273.704654487 4734853.22407033, 696259.4334023305 4734872.979056952, 696260.7679049233 4735119.878150145, 696260.8706949675 4735139.735551219, 696263.4859163268 4735659.946890768, 696235.6720738449 4735704.907070761, 696133.0202205913 4735728.709979927, 696128.4161674442 4735896.927838556, 696070.9961711548 4735903.748966996, 696070.0415952801 4735913.274495408, 696051.3713896048 4736094.190964741, 696344.5723302403 4736116.237573706, 696341.8090589575 4736038.432973023, 696333.0601187584 4735791.568775965, 696346.7591628861 4735751.163250407))",POINT (696591.7505282058 4735211.714325126),5.903317050709822
375,ж.к. Обеля 2,Връбница,ГР.СОФИЯ,12445,4834,6048,6397,1635,1542,2480,1861,2059,1884,984,2540,6626,1550,864,824,632589.084598,686287.130324,4735083.97659,"POLYGON ((686459.8899460379 4735427.956109265, 686488.0883862621 4735392.869992981, 686513.6025669753 4735357.953674752, 686624.0583005553 4735225.994071908, 686628.8372837368 4735220.369188602, 686791.9792095756 4735028.350957366, 686938.7669395285 4734855.581248781, 686982.5956376623 4734804.206687834, 687072.5101378389 4734698.918570536, 687045.7435794764 4734709.975184437, 687024.0615261409 4734718.931598763, 687004.0376346689 4734729.63279053, 686969.2229194674 4734741.584044451, 686915.4019640761 4734760.060013676, 686819.520755463 4734767.95656238, 686773.0458719666 4734754.568562208, 686720.0316472119 4734737.871070895, 686713.2404138698 4734735.654444148, 686654.7397914417 4734716.561404806, 686610.5950821941 4734704.25981246, 686607.5485559155 4734703.521345671, 686564.1062784585 4734692.991329175, 686539.8094203849 4734684.034621872, 686527.4463788675 4734679.477867438, 686521.3741631301 4734677.293633784, 686328.7866806149 4734785.430219703, 686321.5265442031 4734785.425565044, 686214.1035148106 4734785.357708625, 686150.0478361872 4734785.317117921, 686128.2350034199 4734785.303343163, 686118.0123512074 4734785.296826798, 686096.3985834721 4734785.283106146, 686088.6097240321 4734785.278252746, 686085.4366228452 4734785.276218443, 686080.7558563462 4734785.273276479, 686082.7422384269 4734790.20124605, 686091.3117289126 4734811.460998424, 686115.7326718294 4734872.046145585, 686117.514977187 4734876.467891317, 686120.673628534 4734882.80427506, 686128.3028152484 4734896.753843147, 686135.9047147573 4734911.473168078, 686138.1376271286 4734915.795177354, 686128.3078690129 4734921.949844184, 686103.047713044 4734935.941063295, 686093.8861945462 4734940.440144382, 685988.3058284412 4734999.241129461, 685964.8424860237 4734972.250207923, 685957.7705734408 4734964.115105825, 685942.0468261488 4734946.027470215, 685925.4388264053 4734926.922422484, 685915.8670839657 4734915.911565463, 685909.820078783 4734908.95558608, 685894.516193637 4734918.601387659, 685890.6212777897 4734921.056363598, 685662.0225364845 4735065.055114736, 685585.6673884229 4735081.59505902, 685581.8481996205 4735082.426070694, 685733.204422968 4735358.430915078, 685978.3839864634 4735407.720665569, 686327.8864217262 4735477.955263762, 686406.4608096909 4735492.757072515, 686448.980742382 4735441.529857332, 686459.8899460379 4735427.956109265))",POINT (686287.1303240538 4735083.976589967),2.214164372917553
376,"Бенковски, м. Прогон",Кремиковци,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3058270.3779,694468.039312,4735100.63877,"POLYGON ((694325.3164743299 4734030.850705777, 694305.5843540919 4734013.737251952, 693660.3800256087 4734753.640846689, 693229.9125355484 4735213.733544992, 693031.5905940622 4735376.30618204, 693081.1019757153 4735413.29739657, 693915.4581539204 4735799.047238239, 694604.8858130709 4736112.310058983, 694610.0901207662 4736114.674773072, 694695.2974484621 4736088.411464869, 694782.2619071432 4736025.247908989, 694871.8511963751 4735963.602177095, 694920.2149746054 4735908.586443984, 694898.448876156 4735803.055972634, 694936.6294116471 4735799.088775972, 695030.2547925864 4735708.936560981, 695128.9358218553 4735636.91594548, 695261.523687978 4735598.093973647, 695365.9231863105 4735481.568516865, 695413.0999685674 4735331.283523484, 695489.3912787362 4735152.950632736, 695508.032035873 4735027.672888898, 695536.1351558776 4734958.586180017, 695582.4321024135 4734958.965450036, 695640.5767996223 4734927.362458002, 695736.7472709138 4734948.546284635, 695802.7298094558 4734899.474676606, 695563.1018971094 4734548.812890163, 695480.2241798497 4734539.904364285, 695399.972199065 4734480.713759758, 695251.0866550478 4734499.988876906, 695200.9532333351 4734454.927722168, 694970.1232698912 4734348.607310653, 694856.4092142726 4734246.844579108, 694722.3024216242 4734266.057660573, 694657.2066163839 4734184.01581492, 694607.3124746837 4734233.564080056, 694384.0632824401 4734252.49466492, 694359.4674978189 4734148.204240679, 694325.3164743299 4734030.850705777))",POINT (694468.039311501 4735100.638771324),3.556555071662558
377,кв. Бенковски - разширение,Сердика,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520176.586663,691743.246949,4735517.47842,"POLYGON ((692396.3837656954 4735803.727103265, 692392.5642802736 4735788.800717075, 692387.499583086 4735760.799702639, 692379.0660487926 4735714.419641735, 692372.1778826485 4735676.53812388, 692306.9178846754 4735695.553105856, 692300.2599519612 4735692.319662534, 692290.9203649072 4735689.035532865, 692286.8945185944 4735680.356684269, 692258.5954513251 4735689.137314464, 692154.6337931318 4735635.458559548, 691907.848777785 4735715.10054137, 691807.4054400447 4735450.338662793, 691787.837890066 4735369.151825679, 691788.229836816 4735336.98852733, 691790.5414783598 4735147.249105159, 691803.7725449146 4735013.119640008, 691778.3287835462 4734887.249178438, 691776.1478827127 4734846.190356383, 691724.6454542091 4734855.392311882, 691624.5105237626 4734873.283569334, 691645.1122479637 4734973.028058206, 691550.0873817462 4734998.007387826, 691340.6907269342 4735084.244810434, 691469.5511378506 4735787.571708341, 691477.0479016677 4735827.948902322, 691508.6357187616 4735848.463998977, 691538.2460910422 4735867.732347802, 691544.7116186848 4735871.819003092, 691547.8187622691 4735873.620243147, 691555.5093664576 4735878.404728462, 691558.9675807685 4735880.371745938, 691567.3111292833 4735883.611964883, 691579.2788224365 4735887.930232691, 691587.8411533444 4735890.71104831, 691591.6645797 4735891.78055233, 691687.6720883572 4735916.915064621, 691723.3684217095 4735926.260310402, 691779.786226504 4735941.247444035, 691886.9623987773 4735969.718468444, 691915.4035505503 4735977.273738966, 691919.9273047693 4735978.475501323, 691936.121758381 4735982.776142561, 691939.8103556116 4735983.467252986, 691948.2787021063 4735985.306530233, 691959.3174733254 4735988.675981127, 691966.5189054216 4735988.052025858, 691971.7098864316 4735988.02522459, 691994.6112446618 4735980.154297506, 692034.2003846219 4735966.195319819, 692053.7890627526 4735959.815713896, 692086.4740861346 4735948.582378352, 692188.4828841236 4735903.886936923, 692202.4683052948 4735897.447127678, 692218.240587087 4735889.362180768, 692266.1410820086 4735867.110703765, 692291.1732693948 4735855.2833694, 692309.0908246519 4735847.292435259, 692357.3197055738 4735823.918337989, 692380.2620791355 4735813.319886591, 692395.431873156 4735806.723771026, 692396.3837656954 4735803.727103265))",POINT (691743.2469487878 4735517.478420794),6.508220823738152
378,Северен парк част 2,Връбница,ГР.СОФИЯ,35,24,19,16,5,3,4,5,4,8,6,0,3,7,3,0,955576.305575,687237.992694,4735236.81378,"POLYGON ((688041.8976244971 4735460.887567014, 687913.9858511013 4735305.686134528, 687831.1164506982 4735205.137058813, 687780.4636616081 4735152.913385118, 687758.1983528978 4735129.957572887, 687700.413036247 4735070.380045512, 687687.3514255927 4735056.913304761, 687429.6270143903 4734789.271496756, 687427.5732295195 4734786.937397256, 687392.3232672701 4734746.87526093, 687382.0752142875 4734735.228202078, 687379.7981208267 4734732.677531444, 687376.67943256 4734729.183997636, 687285.0035681634 4734626.489775654, 687245.5847369569 4734585.346985916, 687212.9087129238 4734551.241804496, 687205.4971247191 4734543.506109856, 687072.5101378389 4734698.918570536, 686982.5956376623 4734804.206687834, 686938.7669395285 4734855.581248781, 686791.9792095756 4735028.350957366, 686628.8372837368 4735220.369188602, 686624.0583005553 4735225.994071908, 686513.6025669753 4735357.953674752, 686488.0883862621 4735392.869992981, 686459.8899460379 4735427.956109265, 686448.980742382 4735441.529857332, 686406.4608096909 4735492.757072515, 686417.3597907929 4735493.875087191, 686438.4074028326 4735495.859298225, 686435.9461229369 4735499.410011502, 686512.4955410227 4735513.438336331, 686575.7404341759 4735525.011658545, 686602.417171001 4735529.893262095, 687035.7059399349 4735612.913052277, 687046.7711450325 4735615.033130175, 687142.7253195842 4735633.503694865, 687197.4553189529 4735643.904756861, 687205.1052564095 4735645.027239171, 687254.8816331953 4735652.200034692, 687315.2155149736 4735657.947139409, 687321.435313635 4735658.628611878, 687341.0816694491 4735660.767891588, 687425.3598281908 4735660.061525568, 687496.5012678356 4735655.936467228, 687536.8299859721 4735650.215508421, 687615.2331060541 4735636.042051303, 687643.6855615567 4735630.849451941, 687711.4035799403 4735611.843325295, 687723.5844236794 4735608.373810588, 687727.508405444 4735606.528985078, 687734.2697421169 4735603.350294149, 687751.1346828083 4735595.468001524, 687756.5538266898 4735592.935242373, 687782.5714552917 4735580.80184516, 687800.815168808 4735572.294647948, 687812.5657742998 4735566.858722668, 687826.5361353146 4735560.901296034, 687849.8538166297 4735549.853662807, 687853.8634646398 4735547.953922609, 687893.089215994 4735529.740326006, 687913.7751052934 4735520.139370317, 687930.8392084381 4735512.234963134, 687957.0931477395 4735500.068654845, 687994.1511341004 4735482.901572435, 688008.6103102847 4735476.204519889, 688041.8976244971 4735460.887567014))",POINT (687237.9926936982 4735236.813777192),3.21126536737284
379,"с. Волуяк, м. Бел Камък",Връбница,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049626.13981,683852.207185,4734918.82823,"POLYGON ((684152.4196866475 4735515.13446126, 684368.4878378754 4735270.653958313, 684409.3478267642 4735237.727053979, 684439.630263752 4735222.591172631, 684539.3658759149 4735127.311033175, 684506.1422413044 4735068.282387674, 684363.7660545922 4734815.32271211, 684366.1925683848 4734813.497794705, 684305.7291051541 4734709.796373094, 684300.9397107167 4734700.970813649, 684245.6926013348 4734661.934439628, 684286.2503374631 4734566.556808742, 684070.6193483876 4734461.663004686, 684065.3180550138 4734464.706686004, 683954.6397130867 4734528.073851857, 683812.0894627357 4734335.883118966, 683797.1291521564 4734328.597276744, 683620.3272828327 4734242.584414461, 683552.6469752091 4734376.842495603, 683261.6168511366 4734581.474188947, 683105.5443630712 4734691.118342665, 683223.4928203654 4734807.702079942, 683172.4901508744 4734864.644421461, 683473.9558023212 4735128.87382869, 683461.1684829739 4735143.209171042, 683521.6678133858 4735196.305432804, 683553.9118643388 4735224.698060094, 683667.2420685418 4735324.815604775, 683771.1934772597 4735417.340570792, 683860.8359677731 4735496.955181652, 683961.9195680445 4735587.652047736, 684029.1607928558 4735647.984061014, 684152.4196866475 4735515.13446126))",POINT (683852.2071845003 4734918.82822639),7.216745269616518
380,Парк Бенковски-запад,Сердика,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602432.936183,691328.541085,4735213.41085,"POLYGON ((691442.598650723 4736147.860634826, 691454.2537759689 4736144.631441559, 691472.9563452334 4736151.119977558, 691722.1516792662 4736097.899091796, 691723.4388026644 4736097.332360256, 691971.7098864316 4735988.02522459, 691966.5189054216 4735988.052025858, 691959.3174733254 4735988.675981127, 691948.2787021063 4735985.306530233, 691939.8103556116 4735983.467252986, 691936.121758381 4735982.776142561, 691919.9273047693 4735978.475501323, 691915.4035505503 4735977.273738966, 691886.9623987773 4735969.718468444, 691779.786226504 4735941.247444035, 691723.3684217095 4735926.260310402, 691687.6720883572 4735916.915064621, 691591.6645797 4735891.78055233, 691587.8411533444 4735890.71104831, 691579.2788224365 4735887.930232691, 691567.3111292833 4735883.611964883, 691558.9675807685 4735880.371745938, 691555.5093664576 4735878.404728462, 691547.8187622691 4735873.620243147, 691544.7116186848 4735871.819003092, 691538.2460910422 4735867.732347802, 691508.6357187616 4735848.463998977, 691477.0479016677 4735827.948902322, 691469.5511378506 4735787.571708341, 691340.6907269342 4735084.244810434, 691550.0873817462 4734998.007387826, 691645.1122479637 4734973.028058206, 691624.5105237626 4734873.283569334, 691531.9105573758 4734654.14791361, 691367.898591921 4734716.319760358, 691277.0393609029 4734750.761653267, 691210.568078397 4734363.245632738, 691105.3862422438 4734148.704649735, 691091.1867436583 4734119.741608744, 690984.48657609 4734168.637006626, 690955.3332284096 4734183.065563021, 690961.1522596347 4734209.814036897, 690970.8522287768 4734253.090011372, 691011.9118546768 4734438.358735631, 691014.3380942941 4734449.305797679, 691020.4651862913 4734495.919260614, 691023.9812408952 4734522.668855039, 691030.6833430171 4734566.43308774, 691048.5714685289 4734683.241843931, 691078.9704427441 4734881.745633225, 691081.2023978019 4734893.458742753, 691116.1626711066 4735076.930535626, 691118.2827253443 4735088.056703534, 691120.6992812875 4735100.739067344, 691127.9600584247 4735138.630062212, 691140.1361084863 4735202.171985317, 691152.0729010255 4735264.465983266, 691154.4913776617 4735277.085879935, 691158.0663317244 4735295.741611827, 691160.3133990351 4735307.465444691, 691164.8132875987 4735330.943378691, 691166.7680792948 4735341.141674521, 691179.2365699032 4735406.194899113, 691181.1035345274 4735415.935497113, 691182.2048490641 4735421.680969589, 691192.956700633 4735477.774174682, 691197.7032844182 4735502.537782879, 691207.835465025 4735555.401600635, 691210.5635560146 4735569.63626074, 691224.3997695553 4735641.814683041, 691225.9411599301 4735649.855658312, 691235.4556034867 4735699.493449088, 691237.8292674343 4735711.876648095, 691240.7064687531 4735726.888180713, 691246.2868978184 4735756.001974327, 691247.1914400631 4735760.720641211, 691250.9089330563 4735780.115047289, 691252.0798240646 4735786.223760701, 691256.7352615236 4735810.511941501, 691266.4462915373 4735861.176183516, 691280.2936900693 4735933.420750114, 691281.7274684521 4735940.900434295, 691284.0408133377 4735952.969672888, 691291.1200725746 4735989.903355899, 691294.588422236 4736007.998835075, 691297.3675234839 4736022.498057072, 691298.9312069176 4736030.655955123, 691304.4585329791 4736058.77145277, 691305.6195283724 4736064.677091752, 691307.1479165552 4736072.45146261, 691314.6214266818 4736110.467038398, 691319.4025199076 4736134.787462682, 691322.0657231561 4736148.334166939, 691328.6170729073 4736181.066870129, 691382.6447247388 4736165.139555963, 691442.598650723 4736147.860634826))",POINT (691328.5410845238 4735213.410850985),4.432595276309531
381,НПЗ Илиянци - изток,Сердика,ГР.СОФИЯ,25,24,17,8,2,3,0,7,4,6,3,3,15,5,0,0,1668216.64855,690732.413192,4735289.62337,"POLYGON ((691179.2984475043 4736224.573723353, 691190.7781494628 4736221.290578161, 691328.6170729073 4736181.066870129, 691322.0657231561 4736148.334166939, 691319.4025199076 4736134.787462682, 691314.6214266818 4736110.467038398, 691307.1479165552 4736072.45146261, 691305.6195283724 4736064.677091752, 691304.4585329791 4736058.77145277, 691298.9312069176 4736030.655955123, 691297.3675234839 4736022.498057072, 691294.588422236 4736007.998835075, 691291.1200725746 4735989.903355899, 691284.0408133377 4735952.969672888, 691281.7274684521 4735940.900434295, 691280.2936900693 4735933.420750114, 691266.4462915373 4735861.176183516, 691256.7352615236 4735810.511941501, 691252.0798240646 4735786.223760701, 691250.9089330563 4735780.115047289, 691247.1914400631 4735760.720641211, 691246.2868978184 4735756.001974327, 691240.7064687531 4735726.888180713, 691237.8292674343 4735711.876648095, 691235.4556034867 4735699.493449088, 691225.9411599301 4735649.855658312, 691224.3997695553 4735641.814683041, 691210.5635560146 4735569.63626074, 691207.835465025 4735555.401600635, 691197.7032844182 4735502.537782879, 691192.956700633 4735477.774174682, 691182.2048490641 4735421.680969589, 691181.1035345274 4735415.935497113, 691179.2365699032 4735406.194899113, 691166.7680792948 4735341.141674521, 691164.8132875987 4735330.943378691, 691160.3133990351 4735307.465444691, 691158.0663317244 4735295.741611827, 691154.4913776617 4735277.085879935, 691152.0729010255 4735264.465983266, 691140.1361084863 4735202.171985317, 691127.9600584247 4735138.630062212, 691120.6992812875 4735100.739067344, 691118.2827253443 4735088.056703534, 691116.1626711066 4735076.930535626, 691081.2023978019 4734893.458742753, 691078.9704427441 4734881.745633225, 691048.5714685289 4734683.241843931, 691030.6833430171 4734566.43308774, 691023.9812408952 4734522.668855039, 691020.4651862913 4734495.919260614, 691014.3380942941 4734449.305797679, 691011.9118546768 4734438.358735631, 690970.8522287768 4734253.090011372, 690961.1522596347 4734209.814036897, 690955.3332284096 4734183.065563021, 690924.6853133494 4734198.233736036, 690534.5060052113 4734367.850790526, 690412.1372267351 4734421.046297153, 690075.7400149367 4734567.282565661, 690076.6705491984 4734571.106732685, 690077.9669663243 4734576.404853035, 690217.7086006708 4735148.145588661, 690235.1214115645 4735219.352970351, 690242.264522837 4735235.981243948, 690334.6876950754 4735450.954068904, 690381.0156714527 4735547.562736627, 690386.092574543 4735567.737753516, 690593.0698305941 4736389.298713275, 690731.7250588215 4736351.775778811, 690789.327365906 4736335.284603527, 690958.4736335867 4736287.270706701, 691114.8001967997 4736242.887170157, 691179.2984475043 4736224.573723353))",POINT (690732.413192182 4735289.623374117),6.186327421460827
382,НПЗ Кремиковци,Кремиковци,С.ЯНА,18,12,10,8,2,4,1,3,4,1,3,0,3,0,9,0,12208312.2179,706739.908712,4735708.25051,"POLYGON ((709059.3409259649 4734686.678923192, 708972.6819312267 4734189.399971043, 708986.4767492515 4734152.385578515, 708999.5915376869 4734079.264665073, 709005.2746136058 4734047.578780673, 709056.6612730585 4733938.235734881, 709062.6295270816 4733925.536086975, 709109.7433392073 4733825.284723425, 709146.4567715909 4733747.164046271, 709213.876142911 4733603.705481059, 709269.1575261082 4733627.439898188, 709324.4389477897 4733651.174246061, 709435.0016929948 4733698.642919231, 709591.0672448627 4733765.647716003, 709772.8928050257 4733495.083562729, 709728.5856703712 4733416.861015381, 709671.2117562215 4733316.462069672, 709569.1585090363 4733405.046248456, 709267.1712626863 4733012.364288959, 708587.6443333407 4733047.324396718, 708505.7005205278 4732893.380003578, 708375.8425626335 4733023.352808914, 708249.057480189 4733401.488566318, 708235.8434750466 4733622.548682915, 708239.7265527013 4733693.790472354, 708028.0496212274 4733784.800628736, 708075.851039751 4733897.573383576, 707577.2851383706 4734129.063381868, 707244.7064121143 4734383.185411148, 706864.0600114785 4734672.68392425, 706523.7898858485 4734898.107345148, 706285.9566186088 4735079.551900858, 705995.3765598249 4735233.719219121, 705978.758159454 4735225.446433391, 705969.6494286041 4735292.235667393, 705957.3385410553 4735382.503697421, 705955.7426043941 4735471.458125382, 705662.4171514629 4735704.221635647, 705419.638102504 4735924.645509926, 705257.2908321839 4735815.052672465, 704979.4856826997 4736078.828736836, 705063.6586242708 4736185.487598903, 704927.5121843353 4736324.713631394, 704025.4858680667 4735831.40752841, 703877.2677794739 4735854.209116617, 703620.5606551409 4736045.909709244, 703200.8964636639 4736446.152185571, 703026.7592403281 4736232.833750987, 702333.4479883327 4737027.123408341, 702633.783714798 4737234.284417414, 702863.7814968473 4737054.398768445, 702962.263399773 4737153.10279605, 703122.0146872206 4737024.12544999, 703262.6712118349 4737180.299924838, 703341.209715463 4737265.98357421, 703600.7102264033 4737314.891986297, 703658.0392308873 4737319.48014532, 704373.0216453614 4736753.209348256, 704938.636424295 4737088.431774711, 705280.5827441985 4736816.990578179, 705386.3494746831 4736746.224911499, 705504.0566171263 4736750.159638911, 705669.4708662115 4736844.39632587, 706056.2630472933 4737070.40773989, 705880.425428752 4737221.742673797, 706284.3374819029 4737708.276660463, 706530.2098415064 4737507.363339663, 706501.6702193539 4737443.711737308, 706877.2778940777 4737145.184225412, 707160.3557603225 4737506.943466532, 707327.5721421409 4737446.409601638, 707585.4355548914 4737241.247362668, 707650.7823414092 4737279.027612288, 707856.1343141707 4737115.158972328, 707812.9701353647 4736992.634157557, 707968.1286100452 4736855.096536784, 708090.2400667004 4736731.836708781, 708125.4962832007 4736627.700546995, 708229.8838166922 4736544.98633334, 708304.2802951181 4736525.274473182, 708219.2605783714 4736301.654710885, 708267.193531389 4736143.236444951, 708296.5812037617 4736086.390006937, 708811.5652827675 4735680.48352276, 709087.6890978182 4735405.882478414, 709144.5039927969 4735311.380298221, 709130.8721351235 4735116.59769637, 709080.8250621771 4734834.599089333, 709066.1564821391 4734751.947528007, 709059.3409259649 4734686.678923192))",POINT (706739.9087123901 4735708.250507639),9.429823826183636
